,user_id,name,review_count,useful,cool,source_id
734319,dJOTW7NZ1GytlkyS1nuySg,Andrew,12,2,0,0
734500,s2A3zqiSPOLIOfur4Oux_w,Carolina,1,0,0,0
734650,OOj4VxYVI6uRuUpZjTv0kg,David,40,15,7,0
734863,94g2NBlP0I2lvyYTmsszrg,Brian,10,2,0,0
735237,6jq5Ktgp5bxKQ0XaegNBkQ,Paul,50,34,5,0
735264,HLB0ik8oVA_pY4GIZIqtWg,Some,8,7,0,0
735333,9JdkAeSyY8AteAHPgsolRQ,K,77,34,8,0
735334,32WyGFGu2O7ijNGqQD5LEg,Jennifer,18,0,0,0
735880,71NDxs8f8L_nTTD7L4s7ow,Samuel,9,1,0,0
735942,S4-f5apvGUBilI45cCKWRw,Kasey,2,5,1,0
736133,aQhXpG8GtlWSfgiFKhr8GQ,LA,9,4,0,0
736397,-p4kBEsSvmiya8xNTOhxPg,Annemarie,2,2,0,0
736844,X4fzdv7STqflJw5YL_aXwA,Sansra,22,8,2,0
736852,IEU0Z1OG8gEtuIUT1joL8A,Noelle,19,3,1,0
736915,zFzvYWSkvNSEI6xOL-tFcA,Allison,13,2,0,0
737423,JWl_-15F-epeZkK-Y0GpfA,S,2,22,1,0
738033,XiPRb2qo8xEqin2Z2Tbxhg,Juan,4,2,0,0
738236,aCsn-K-SNg8jLG7xLBUT6g,Mindy,8,10,3,0
738406,ADJG9FhoEuRDsowAoCSbEQ,Lorin,5,12,1,0
739558,l6EhUFFTOhs6bYjAe4Zw0g,Bahr,12,34,3,0
739860,ywumgJPZtAmFD2VG3SJuBQ,Karol,1,0,0,0
740082,XrmNjMGVei0If5CoZ1d4bA,Michael,2,3,0,0
740397,GOQjimgFk_shAC3A6oJQ3w,Jon,43,44,7,0
740762,l8Uqp1WQ6wK-g-_snBf7IQ,Darin,7,5,4,0
741091,IxwouT-zKQRbW70uswwoQg,Nadine,17,10,1,0
741147,9V35XaevzfhKKJ8k_owfPg,Vince,2,0,0,0
741151,U7Uq7I8DwLWGng3mmGP4MA,Julia,35,5,1,0
741279,mcBBMfgNq9_zvUet5xq8IQ,Gayle,4,0,1,0
741336,GBqE7UHGysKN_4y8djsHQA,Joanne,13,6,3,0
741363,mgCKIVqNianWBrzqOtWQWQ,Robert,10,10,0,0
741454,64ZmPI7fIUi7MCQCmN_qgA,Don,16,8,7,0
742072,BjdyHHVJzRt_GpyIIqz4ew,Elizabeth,5,3,0,0
742528,z5qhkc3nfQHaEGlOZGbKRw,Erika,9,0,0,0
742717,bGsNDYgmNmrsWh34bdM9-w,Pawan,29,3,2,0
742718,E2KECCOYKjthe7yvtqneig,Max,4,0,0,0
742859,wimZuoscdwccmEpEQeO6Sg,Adrian,2,0,0,0
743094,ZuDZnWNwpwN5JKAR_NLU5A,Tulip,17,7,0,0
743151,_6GkeIS9YycNLuzKgsI0QA,Ms,29,18,3,0
743752,mQvlKvNqvqVXGkyWMCvs1Q,Kathie,3,3,0,0
743919,bksQ0DHLIPf7XIJmpgB95Q,Jason,3,2,0,0
744130,AqdReCje6l3p0_iGgBN1Fw,Mitchell,38,6,3,0
744168,nCVGiLwspG6wVX8B8KDraQ,Cindy,7,5,0,0
744534,xbSmG0Lsgq-yI5rIb_WfYg,Dennis,1,1,0,0
744941,cKvZ9ffEZ4xPHRMyuYEURA,Lois,1,0,0,0
745696,ISAhVFl0cbIeLAMZD06A0Q,Henry,6,0,0,0
745708,pDqBUwh41hgLzPoczi03Aw,Sharon,9,0,1,0
746674,dprW447ZAMEHMe4db8c7Ww,Kim,21,4,3,0
746859,lA9ecFKSPxvzoXqX3NMvtg,Cj,5,2,0,0
746876,3-ry48ZH1sOFHOOYFKHP5A,William,2,0,0,0
747425,Bi4Ct85YuWKOlwQ-XEPNXA,Carol,3,0,2,0
747754,iP50Al0yYVqvuM0-xqaCfA,Renee,3,0,0,0
747861,2woT9HzcWWZvpr6fP5RuFQ,Christian,10,0,0,0
747998,-2flxkHvSGmN_HftlyCqrw,Robert,5,34,7,0
748049,J6TINZVwUvEUhvj6bEek6Q,Barbara,6,2,1,0
748354,1e6I20fqhL8C5Ra3g7IjSQ,Kari,88,131,26,0
748360,7QgIpKXm_Gtzd_pWqQqpHg,Linda,33,37,15,0
748515,c8BZBg5e1dkKP6TMps001w,Sean,10,8,2,0
748560,veORoZBtc401KA7v-R7lQQ,Alina,4,1,0,0
748658,0K9-imIAc0cjgwq_7TTvpA,Dave,4,2,0,0
749429,K9I4CzQm9ukBf_TG7YG-uQ,Raj,5,0,1,0
749600,Pq2Aoc8fCCCEUwKKbqtXKg,Cmpvm,8,3,1,0
749794,nUoaZgw3nQmupFb0H0I3nA,Zoe,2,4,1,0
749810,aCYAh6Wz2QeymTc0nB33lA,Sydney,4,1,0,0
750031,fZPGlWXPa3pT_ROKQhLN_g,Joyce,20,27,3,0
750108,ZnAXb4cNT-n1yukQj4Q4hg,S,9,3,0,0
750171,fe5V171sb006_Hldu6rM6Q,Mary,12,3,0,0
750387,5Q1W-uIDQpGLOFGDraZ3xQ,Tonda,4,0,0,0
750464,NzQV4Q3nrJ9TAZYV80-Bwg,Amy,29,11,6,0
750543,N_eT9S4X23ZHVtsR81s_hA,Carlos,1,1,1,0
750659,WK0so_JJJp-HcS2d4qTZxA,Lynne,59,12,3,0
750694,whnE0-WyP1vzySgUGETSuQ,Tim,20,6,0,0
750850,U-RI3xoy88WGmgYMilcp4w,Lauretta,2,4,1,0
750903,8w3GgJGx-83ywTHFEZ7-EA,Elizabeth,5,14,2,0
751295,kmarOU3RtwA4l5tKvusgyg,L,1,2,0,0
751360,KltAo36LXSebIvXABTQ1WQ,Ola,6,10,0,0
752592,9Xm4oMDIVMtcHwHvylgZKw,Regan,1,0,0,0
753036,iXfKSDa6w_tJJwYM-mPHAA,Alaina,11,1,1,0
753127,yDIOJcLbGIRhaPFF2Tn6mQ,Amber,4,2,0,0
753820,12gd0h8Nm1vSngC3vg0q7w,Mai,2,10,0,0
753852,1DY6XYjODdDe7Mnx4k5lcw,Ian,16,2,1,0
754049,gDh80clch_b3hiqpE6n_qg,Krista,19,5,5,0
754185,mdbCZ8gyIYyvwC9By4LXMg,Jennifer,15,3,2,0
754723,TjA3ElwhOVvUafFxD5fJhg,Alex,18,13,2,0
754842,mFAiiYlhmkJp2aTYkW4Ayg,Rosalinda,1,0,0,0
755062,u9DgPnN57-AeVhWS0ucBcQ,Deb,3,1,1,0
755098,aZqxhRoWJ52T1yE8bJh6hQ,Gordy,22,14,1,0
755145,p4es8ZZTE4wEf9ROlJjd-w,M.,31,30,2,0
755159,sf5NbOaAA4Kb54WLgvf2fg,Paola,25,12,3,0
755262,4cADq6_B-ih_ZBRGlz6-og,Gil,1,0,0,0
755547,lLPEo8AAUBu7QH02m-bREw,Eve,7,4,3,0
755662,os1fY9pwkC0_dWpjE1xNqQ,A,60,22,18,0
756070,VA4pN-G_sKdQiNBLT2Pr1A,Speak,20,41,0,0
756422,ibu-TqKR_AXUesdKgWBEZQ,Donald,10,8,2,0
756637,ohGdv3Ybo17mmbSxNHTorg,Belinda,18,1,1,0
756729,b6iz-rs7vaqEhpHi6Bizuw,Cinda,17,11,0,0
756774,lbsPZBzru48WTLJgWxcYAA,Jaclyn,6,10,1,0
756851,V6cnbTtUd-rs50JVMFbVdg,EJ,122,147,12,0
757363,QwnKsXtwjY6j-zliEARQNQ,Sandra,12,1,0,0
757652,KwGUhHTEkEFob9rsTNQhWw,Bran,75,104,13,0
757655,7BUpQXSwwETRGgJuzSwVaA,Nicole,17,20,6,0
758114,5bnctuQt3iTbyvpO1AAYcg,Susan,1,2,0,0
758181,D136QyU0XSoCesX_uA6_IQ,Lance,4,0,0,0
758436,WlLn76k8zQhgJaQavraetg,Migdalia,62,81,1,0
758610,fKGWGH6WQJ-hbt88qWYwHw,Sarah,3,0,0,0
758793,Dt-5fAcdHp1mQuUPcFxGaw,Christine,11,5,0,0
759148,trQDWPZht6Vw9H63uNWu5g,Amanda,1,2,0,0
759391,rBMVO78AHlEU-xlDTXjRIA,Alyson,1,1,0,0
759472,u7IGZUCnDYW6I2FMBoigtg,Brett,15,6,0,0
759496,Zk4aemT88EwIvoa-19z4mg,Doug,6,4,0,0
759687,FG7X2Oio6UbZe50VsCx3dw,Alexis,9,6,0,0
759802,TdFGcxtk0GlzjKVBe6leQQ,Marissa,7,4,0,0
760027,O5RMGoJFlF3NIsJDA2kSiA,Brian,27,21,5,0
760461,lVP4iUthWjdBJMYLPZySQw,Renee,3,1,0,0
760748,ZF3A6ZXEXS3gZEkQXTDYqQ,Maddie,9,5,2,0
760768,dVGh5yNYal8l52yuFTL6Mg,Sara,9,12,2,0
760784,nDMEVsawmmTUuRE9guwHFQ,Molly,12,4,1,0
760793,rMzB6u7_wBLPNXk15L8urg,Matt,9,21,3,0
761012,_AUeq4qG6olAJh8ulMdk2Q,Eydsa,11,6,0,0
761595,PuYeqbSMLOFlMoTKMdE-0A,K,17,4,1,0
761739,UJ7LOID0YoFTbGcUATId-g,Rose,2,0,0,0
762163,0n09uCyESbKePw3DmsH6JA,Justin,22,27,1,0
762533,hPWBomuKWChcRp5d2GAghw,Michael,8,5,4,0
762551,fuOagesuNvP_lLVC4uDuHA,Ross,13,3,1,0
762772,q8nxVPvTHsGXY4CoZw5hYw,Lisa,4,4,0,0
762891,i1Zswnx9vcny-weVpVs_Pw,Patricia,1,1,0,0
762902,wZ6Psvnc8MPMItmane-aoA,Robin,383,203,111,0
763022,XOJ4lFWrmgUpnaq6Ge0lVA,Colleen,12,3,1,0
763127,sXfCgveEDI0Rd5erAccvQg,E.,35,65,5,0
763148,0LtnXLLLNgq0hTaiKdc5FQ,Aa,21,9,0,0
764105,8VoyXSd_JpOWqOqOBSBPGw,Marilyn,2,0,1,0
764119,PllQVQ3v2U1-yNK7VzPfgg,Helen,5,3,0,0
764187,kNQ1b-u-ckfvTQp6z7XnBg,Jennifer,17,2,0,0
765128,DLEeddBTRDnJDZSIbJ-R_w,Mark,3,3,1,0
765212,d-aZ0cpf5DLOLO4vPEpa2Q,Ricky,3,0,0,0
765609,AJ_JUiLHfk3J7sTD3wN4Qg,george,10,9,0,0
765859,7OSgOerPVSZxmFlKuF-KSA,Alex,5,3,3,0
765942,fp-1R2SN0HJYDqBMsPco5g,Jon,12,0,0,0
766013,a9RTzDB1-ylaMiPOs0qn3g,Megan,15,13,0,0
766759,gkHdnJcI0PwV8ETY-CZpkw,Tiffany,1,0,0,0
767110,8PmFPtpyTOJzdEYRCt5s9g,Patricia,15,22,6,0
767369,JcBRrHhKhc577eejW01FhQ,Sharon,21,4,2,0
767467,aGfHMw5toeQlQ_gxQtqMEQ,Wendy,7,0,0,0
767469,aaDMO1AtJ5RdvQ5IHh97tw,Simon,28,13,6,0
767791,Ae7r4ircqaRLm00NPmo_Fg,Eric,15,3,1,0
767836,i1uOPqXJ1jwO27i1l3-aUA,Jen,15,5,0,0
768232,jtO664tHAEC-DR_cQuGGlA,TR,14,4,1,0
768309,64fIJL3xUT4jPQvCv00i2Q,D,35,56,10,0
768524,encNd9GOzfrDPbWgk-0M5Q,Damon,65,15,6,0
768974,3LMH_gOpyP7px5bF3k0gcg,Peggy,3,0,0,0
769104,bhlJr7CHfW5OdBArO0K1EQ,RW,60,74,34,0
769353,ohHAXLv0Si6zEawCUBexxQ,Alex,6,3,0,0
769626,NFp5g4K7nCc5f2h8t8ykrg,PK,3,0,0,0
769913,JnscOnBHUfxsSJr1oQE31g,Jeff,3,1,1,0
770046,N__1PXQGGwPaB8PbaMdZXA,Emily,3,1,0,0
770061,4ZOIPm1oDZU93fIUzGPgzA,Matt,3,5,1,0
770100,CHKLbKWl_29OxTdlaVz5ew,Kate,8,5,3,0
770401,6vcEaSMtHwKMCIaUTi7qqw,Ally,6,3,2,0
770864,D4bHwdjPEDcXQzlsvFobGA,Brooke,2,1,0,0
770956,b3Xw9_dCSpayZQEgTG80_A,Jamie,33,11,9,0
771368,XeEcCWCdO0eG8pxmKqsLbg,D,5,4,0,0
771440,4D5PAe9QLuW7yHSrkP5OMQ,Laelah,2,0,0,0
771511,Qthc4q8rdZgLp-mQSw3Pdw,Sarah,8,7,5,0
771712,bba9_F8S-sMbnM4o5Ihi6w,Will,26,11,7,0
771941,HRM2v1KYK6SF2jclwO-V8w,Lisa,5,2,0,0
772078,_RPyi-mcHZdHWOoPQO_dYw,Michael,3,2,0,0
772661,IoLeOJOFLqVRJwCVT1kRRA,Lynn,39,17,3,0
772760,38thnli6LsMBGn4iSm0rfw,Jackie,10,12,5,0
773116,grd1pCG2VRiYppPkLndYuA,Michelle,2,0,0,0
773274,lcVIfmSBKSOQNiL05_zsaQ,John,7,4,0,0
773527,hT26YKpKg47RSBBCvaGZEA,Ron,1,1,0,0
773910,8--PFjq8N3QLhe8b35aZNg,Denise,6,3,0,0
774067,nzi9pfqZqlpwovmHgbYECw,Ann,13,2,0,0
774345,MsoP8MlMHiYetG_zKTulmw,Jim,21,3,1,0
774398,AvusNORwOM3yDxsMmWlnlg,Lana,18,14,1,0
774404,vMNf9tPvtflXPeV61uVo0Q,Cheri,13,6,1,0
774650,z14D1LTWLwHIPKbcHZhZMg,Big,11,2,0,0
774978,MGpk9DOTZQtDYw5CTJZu-w,Andy,49,64,3,0
775001,d4rWYU8py8M9ci195fb9XQ,John,12,29,2,0
775108,nlmJ2GCSuDlbLFTObEXGrg,Amy,7,5,3,0
775161,tEJpVIFWAgcnjouI-IKIPQ,Stacey,1,0,0,0
775704,FW_rrZHQugBINHIx2CCF0g,Allene,4,0,0,0
775832,kLt5nUs0eWHF2CHpGsFqMg,Margaret,10,39,3,0
775846,mrebR9EmLTG9iDRgqVT3JQ,Nancy,8,4,0,0
776023,z_tiCCMaT77YkYfu2uIJQg,Erica,2,1,0,0
776702,Lex8JzK2VofuIA2Fls4ySA,Rebecca,9,1,0,0
776717,v_KYMEFEgICcDE9KzqXr-w,Jean,6,6,1,0
776810,QJd5l-Pl_9sw6LotZWFGyg,Leesh,3,2,0,0
776951,to7YF3nXdqHsHvE9PxPXGg,Emme,12,13,7,0
777006,eC3cYWWgxQNIKc6TyGrEPw,Carla,21,25,3,0
777318,hFMRy9vV-wbAHMQfGM7Gag,Yvonne,13,12,0,0
777397,Q0ykYqq4mpoqgnQ7M2u8RQ,William,24,20,1,0
777742,mGewbY_tSiOu6ASXtonWMg,Adrienne,5,9,0,0
778113,pAGLWUfPtcYa78bimvUb8A,Susan,11,5,2,0
778141,muLbcu1U5YH92KxFNpjtjA,Marie,7,1,0,0
778208,1XszlY_GLj7ySgdB6NrnIw,Hope,9,2,0,0
780481,ho1-cjG4bhlOd4wvUkjVHQ,Phelps,95,75,14,0
780567,aoisuO-REzCKR1jrHgOD6w,T,55,79,4,0
780745,EvzavDnN5yvfL5N2LpF8nQ,Christine,15,4,1,0
780757,P5O0wECQuG7aA0JkZ932QA,Susan,13,1,0,0
780777,3u5U88C7plofqgjbi86t1Q,Terry,4,0,0,0
781018,e4duQAxuEYY9EwehWfnPOQ,Guy,4,0,0,0
781029,dT9jbjkaaQJSpPQqNzZFDQ,Ken,41,22,4,0
781035,3o68FwBMTMJR68srCD_p7A,Theodore,4,1,0,0
781291,UaNAfpew2bWxFtdu9tCo9A,Jennifer,4,3,1,0
781318,2BCKh6kyTwdsmmb4Gk6T0Q,Mary,9,3,2,0
781641,F0VVNmHf06ibRkLaIrLFJg,liz,6,0,0,0
781769,PtVk3z2CR1mvyt_DK76MZA,Jennah,9,7,0,0
782137,W7vcdYwh8x_2xAReCgPy7A,John,90,42,5,0
782634,jNv4DIVocQDqxa1bHvgOEg,Christina,5,1,0,0
782692,qjIEgxvd1MLRhLKH5PGkDA,Dr.,49,17,1,0
782712,cPAQyjuRK-atqQh2_CJ96w,Dolores,18,11,3,0
783097,-PrDL4IL5b4wZcDFQPLpmQ,Ed,5,0,0,0
783614,j5SX8JqwZRZG7hMw1IF0Ww,Lynette,43,8,4,0
783813,D5gAY1fjDZ4fVXV4jrtImg,Sweaty,5,4,1,0
783987,4_76unfnbkbiLO3jLcmPqQ,Rachel,2,2,0,0
784240,VSZopVQjN_Mvk-_ZJGJX4w,M.,16,25,2,0
784667,Zdu1h4a6jxFTq6pwuIfobA,Sam,14,17,2,0
784843,5rklbrrSSkJNj9pQAr9Wow,Ellen,7,17,4,0
784866,UmceDR07fGKl5YRJyhkEhw,Peter,5,2,2,0
784929,a5O26wf0NVEYEp4a2k_Sww,Pamela,45,11,3,0
785064,mMrnHY_7eakYb_ltGNLLyg,Francheska,3,0,0,0
785200,0R8WPudmTrufsWVhmqYq4g,Valerie,7,0,1,0
785529,3pTAToxxFlm9wJDGXgB0CQ,Kelly,12,3,0,0
785694,_6EvhtOZvIw00nxBA_eipA,Tracy,5,0,0,0
785862,FTuCsO5-1xxLdPuEtXM3Ww,nicole,9,21,1,0
785956,kP_znVPDp-XOLe_ESaArQw,Byron,19,4,1,0
786304,s_1SYFDEHAGOXFX9sNhRyA,Jeff,5,2,0,0
786471,1CyRUJE6g6WbJTwGr95bUA,Marcella,3,0,0,0
786481,4EpL2iJJpBhPtPYSoe7J7g,Jan,3,1,0,0
786637,O5XvU3E6wezuCpKvng9rGw,Sera,15,2,0,0
787677,pMFR5LtvYXMetUufPqt4Jw,Jamie,4,12,0,0
787998,FdfEts9cK_ac2DPaqABMfg,Dan,44,7,3,0
788044,wm-4cJn88yzgVSDJ8BAWvg,Christopher,22,13,2,0
788192,xJICgoGGhnkPWT4iLuXfig,Tim,53,16,3,0
788401,URcHTjFWkx7DPCwkJvTbDQ,Gaddiel,44,14,2,0
788848,KHdQu6hVkovucwFmqCJ1RQ,Ginny,33,20,10,0
789524,h_NEjPmoPMLwhlqw8I0j1g,Cheryl,35,34,7,0
789899,TaZu0syd32BsC3Vp_Kao9Q,Matthew,15,4,2,0
789926,sLcwPLAqDDEFLU_L7kDYPw,Jason,185,242,20,0
790237,Y9w8vNluuwtR9LZ1BYt8qw,Kelly,1,0,0,0
790609,6bZL3vQ7_qm19Xv_caaj1w,Toobet,61,52,12,0
790639,Kb3ihsAc6aG9DQh-nkzKPQ,Suzanne,57,19,6,0
790704,Qfn4R9l6IT7TOJPmpNygRA,Asa,3,2,0,0
790960,bq6Hf5CEXYxJZBs59qQPeQ,John,10,14,4,0
791160,Dm09OKwUPWJvonKLm5DoJw,Dee,56,30,9,0
792223,MWBb5fnv-q5TnC_GOPGKig,R,17,4,1,0
792655,7Ju5orJMl65S0ul3g-AXMA,Julie,30,54,15,0
793065,fNVt8D3jyQivgQNjO7D_Pg,Courtney,20,21,4,0
793110,0SMNRLTMSuTl-tRywU8q_g,Jess,6,3,0,0
793142,eD4K-A2XXZfhNC7CcgDpWQ,Katie,37,28,10,0
793160,NEZ8BWwlamr9LfyhJHIqsw,Su,34,24,9,0
793175,U7sILKFBEp-o5tUxNK86lA,Ahmed,2,6,0,0
793622,6PYPPSgZqPNvgCNCGmRmZw,Anne,8,7,0,0
793775,mMBp51-Box-YlHMVbnob9g,Robin,1,0,0,0
793815,hBVC_UopTiZk7vp0N1myxQ,Georgeanne,5,2,0,0
793907,K7Yf3js0CxHs1QApNLrztg,Kurt,6,3,0,0
793931,tJNt_Q0AUJq04nghXZiq9A,Philip,2,1,0,0
794008,-XjCkUUrNtf6t29okaTWxQ,Dixie,1,0,0,0
794593,OnClVtF0ZFjc3PnS1xKGDA,Jocelyn,3,1,0,0
794752,o50YJ7LAmd-Nb8ijxRBcbA,Marcus,4,4,1,0
794910,okY5VL6ox3Og3hEBvqVRuw,Amy,6,0,0,0
795016,FTVyYjGaJFpk5qadkHMFJg,K.,49,122,19,0
795038,64A74tczTz1cLb8XTVFq3Q,Michael,6,1,0,0
795291,16oIbxACy8K2L1nmNJjmbw,Jinna,319,393,122,0
795697,llj-d5mkNaV2UWWxfGsA4Q,Kaila,155,490,354,0
795699,PLSy5Fec7n5ziO1pPuM4Vg,Louise,44,33,12,0
795780,HgDFskbghQysh4DkIQdYqg,Anthony,34,13,7,0
795793,v93TYM9AzZndOL0uBIODfg,Wendy,315,443,113,0
795994,6dn_OiwgTtQ2wT0iWqdfrg,Jeremy,50,40,25,0
796016,6IlNHv1ROIZn_mgZ_6yF0w,Haylee,14,20,0,0
796130,henDqMyd5F1K6jBnHTrYqQ,Nicole,569,2583,1799,0
796314,o5jxgF7uW5Bb_obNM2Ukvw,Angela,429,1766,1161,0
796399,Ilvu4nWN9T99bbv1JKmDUg,Marko,15,14,5,0
796427,pX0ysV3bRgcUu4RhDsPTUQ,zendick,218,329,52,0
796451,rk2_QhJhCjUGliXWg2Sxcw,Mei-Ye,193,572,310,0
796460,wUnVL2vKIFDPtPkoqPP-hw,Jocelyn,57,91,30,0
796473,e73sOWT2rUxwEDdjmop_eg,Jeremy,58,35,6,0
796621,PrLfXGUNh2KMOiI80hb9Gg,Walter,118,150,27,0
796655,n-44u62KhwWbzioM6nLdhA,Robert,204,311,97,0
796838,rMgHovIE-cu9qOdhMuF6HQ,Troy,379,1292,466,0
796843,le2eB6wA9oZrr2I1ubEP0g,brandon,50,44,22,0
796943,SilOSdwIMbOxniL36BKG3w,Chris,47,25,14,0
797013,1B9erGPgzf5nNe4NhK5YUw,Karl,131,204,60,0
797021,bBR5V9VHU8a70JY-WyTSvA,Sarah,21,17,14,0
797045,fT5FCPk8MWxsm-Ir-_4doA,Kate,336,818,371,0
797136,LuLOrIKfYxJj9Ppi6U4cGA,Mukesh,32,21,6,0
797315,BOvbTgMdxMYgAzBep3NMKg,Daphney,276,332,136,0
797330,VMEukOe_pAyF3R3vD0MLvg,Steph,21,21,3,0
797360,vHeubldeDHfEK5XKqeRRHA,Christine,108,135,29,0
797368,TSDLGOQrdTD9vhALDUzeoA,Sylvia,77,66,8,0
797404,-VTEx6mpbTrYtEi6DsZoiQ,Janine,145,304,104,0
797525,7-Uw3oLJ4PwM1g1L5PUIxQ,Keith,9,15,3,0
797825,d4NZ62Jirx_LSik6KGAF3A,Rosie,167,936,758,0
797956,alV7n0_ad8jPrTEhMRMcbw,Mary,90,105,38,0
797963,QCjZ1LKx8c-WchudedzNng,Don,9,3,3,0
798385,jvjLESkwupvuCp-mLFky0w,allison,11,34,26,0
798506,BbQ_QhkP3yVIg4igY1d9IA,Lisa,10,22,7,0
798566,Pi9A0CGJDVa1YYksOwjGmw,Rich,18,10,4,0
798626,NzIKYiUS8oztLYlV59xM-g,Brutally Honest,57,164,54,0
798675,WH054y07eHH31C1aPOi5VQ,Danielle,118,140,41,0
799129,XHHUypDIxHvykpqd7pjydw,Vonnie,334,303,99,0
799146,Zgmau9N4-EkZzBGo-w_Yag,Shelby,121,373,60,0
799290,AGPD8Evtcu2Qq98uhdsKdw,Megan,330,768,145,0
799334,VzyZ1OcR71pfRsOYbc9SNg,M,34,16,8,0
799563,wJWTjNLKFZIhq0OTXGQrsQ,Iryne,81,83,45,0
799725,mVYFKUe1VkS66Ts-qmfmmw,Rachael,15,19,5,0
799804,2KvJwXhl7Y8z7q0ntFoxgA,Nish,144,325,86,0
799817,vhaJp0k5F_ieUxTaSiVmfw,Mark,78,79,14,0
799835,vu8kmTZGw_tIz1DDQVhNRw,Jennifer,23,18,3,0
799901,XtFM5Fa6V-hFrzJ3CkfHqg,Shawn,225,240,83,0
799978,DeowJAMELJE1HCImnv62Xw,Karissa,29,49,7,0
800113,VZxPX6MPpZQ_WaH8tmuZcw,Edda,49,87,24,0
800120,_Hg-udIK-PFb42UEytaYVw,Matthew,18,30,10,0
800182,NYwHQ6N7JdING-4M-GlKZA,Sara,27,50,21,0
800355,SeDv7v8Jms3XBq5T_LydcQ,George,246,174,130,0
800440,YVe9wg3hE9dp-8eoKxtdBw,Crystal,15,28,1,0
800464,aQ80rx8lry5Mqwwi7OgUeA,Jennifer,91,91,51,0
800487,hq3GAaGg2JadHZ5OBC4jyQ,Steve,21,51,2,0
800497,hj0R7hzPLOMfVuK93jNSiQ,Stephanie,244,504,169,0
800534,Us6ooDmZoz3lytGLEb-Rfg,Elaine Surdin-,19,15,5,0
800660,uAz8VIrF95H5cznDM6G7sw,Michael,114,157,52,0
800813,qaOBaZsWgaxPNgsn0957gA,Byron,11,15,2,0
800847,cseBNK_Z3yU1Q5D9uKQlsQ,Jenny,51,29,11,0
800911,PwRFik_EzeJTAvojbQyd0A,John,448,822,317,0
800927,eues5pCmE_C0mHXohT8XYA,Hollywood,95,151,20,0
800960,2GiUqV80t03o6JTgaeFrbw,Erik,39,36,10,0
801005,-Tjo6IitJ65sCmKw6DrKug,Sarah,37,49,13,0
801049,l7EXeFAjcfQEEY_3MRw5kQ,Chris,65,48,12,0
801068,qSKKciuH05iBpLTycszdTA,Elena,56,45,22,0
801078,qctH-ANPIIcJM4w5u7JyVA,Jeff,292,856,400,0
801360,RzOD7EyQ6Y-Ushs5BBpYZA,James,193,282,56,0
801418,UvRUygcyvpJuHh1BiZrrbQ,Jess,310,353,102,0
801427,IVXZ2n4WHQB2KaPxiTEQAQ,Allie,30,8,3,0
801533,4Ai9d8Nw51MwBi85DQ1QQQ,Jasmine,248,695,319,0
801628,ZFfW1TtPPOZhn3YuiBR9mg,Sarah,15,5,1,0
801673,gruFpAi3i00fyHOqu0GyeQ,Amanda,214,221,79,0
801703,09NTI_9DypjPLGHHS_HN5g,Victoria,8,29,3,0
801713,e1ypByHp7-KvZwPBfXNoxg,David,368,818,301,0
801730,R7De0-JlSMNoepH8VGRa_w,C,97,666,102,0
801734,qbbCqdPbdkL2d_E9QeA2fw,Chun,753,8498,7737,0
801744,7sPExwB7lJoMYPgCePjaFA,Kendra,376,1075,599,0
801943,Y22IVz3yjuynNJ5gVo6TWQ,Josh,3,1,0,0
801949,cBBBgO23_HujbGF8x_pP7g,Angel,121,268,106,0
801991,JW10uuVt2W4J0cbsnM6PxQ,Mika,175,249,217,0
802003,7x1LWVBDNRaR1lPyfp3JUQ,Shirly,481,2118,1697,0
802369,rKfNmyE9mBaRt5VK5Am7eA,Sophie,20,15,5,0
802408,APkykGzIA6aKpRH78ORkxg,PJ,222,209,76,0
802477,uoMghsbmE-o4HMJWELZiwg,Han,453,450,229,0
802987,H3tkA1Fa9gba_W7-4GS82w,Adonis,135,301,162,0
803026,6h2nzPjZhuvg-d7Eq1E2jw,Joanne,61,72,41,0
803079,didYhj9mpZ4AqYAtfqOcsw,Cain,91,96,26,0
803108,VXt9KWKNUMMNkkCzhHVr9Q,Paul,550,1157,315,0
803133,6pWJ5FJOJful9FROSSKMeQ,meghan,67,76,17,0
803293,mL06ufJjVz_Wnglg39rczg,Whitney,493,1225,492,0
803303,XftVke2UTJ3CC40Vb_5OHQ,Brian,117,222,82,0
803708,a7bSaieskYU3CxrlOJ_Ftg,Anna,222,201,58,0
803729,InsRMa12P7Met9uKuIZWQw,Denise,3,0,0,0
803777,pfcZ5HEiBtZi56IX6fimzg,Cinnamon,26,63,18,0
803950,WXllA8fHTu0J632zcLvfog,Patrick,107,79,45,0
804137,-g7Pa_nykn6BfpAjDQzn1g,Melodie,7,16,5,0
804410,6I5MmVXksbCVBZBTDIaK0w,Marge,25,19,2,0
804442,sIUAz2sCkcUZwAft-NkWuA,Kim,81,197,91,0
804687,X_nA6Bi3S7jr5sobMXpEoA,laurie,73,60,4,0
804788,_dOPqEi-IrTXhQEYYlgiDw,Devi,90,28,2,0
804809,S44kOKn-GJlX_Fc9msM66w,Kristen,7,3,1,0
805145,7HOvl_1rhoyOIYcgCL80yw,Charles,45,28,5,0
805223,0rzC3USm7piqxiIjqLVukQ,M,166,355,54,0
805437,-es5sEBfknna0pIg8CTmlw,Joseph,2,0,0,0
805441,adqpYESRwU7rgCZvGcK1Uw,Lesliejoy,14,6,1,0
