,nationality,acommodation,stay,company,review_title,good_review,bad_review,url,hotel_id,date,complete_date
847,República Checa,Habitación con balcón y vistas a la bahía - 1 cama extragrande - Planta alta,1 noche,En familia,great place poor service,great place and a very nice hotel,we were traveling 4 and get room with extra bed. before our stay i wrote to the hotel if the room is sutibble for 4 and got back the answer yes. so i aseked to pit the bed in the room in advave as we were after a long journey. when we arrived nothing was prepared. i asked the reception to do so again and asked por extra blankets. after we came back from dinner we had a bunkbad standing in the hall of the room abd the bad was surible for one. no extra blanket at all. it took me three more calls until we got linings and sheets at 22:15. ( arrived at 18) and still we had just space for 3 person. realy dont undestand,,12695.0,julio de 2022,Comentó en: 1 de agosto de 2022
848,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En familia,Muy mal,"My card was double charged for my stay. The hotel says they didn't but my bank says otherwise as well as my statement. So I have a $440 hold on my card which should be reversed in a few days but by then, other transactions will bounce. 
I paid extra for a better room with a Bay view. An extra fold up bed was left in the room by the balcony blocking the view i paid extra for yet my reservation was made for two people. Why would I need an extra bed in my room?",,,12695.0,julio de 2022,Comentó en: 1 de agosto de 2022
849,Canadá,Habitación con vistas a la bahía - 1 cama extragrande,1 noche,En familia,"For the money we paid, we were not satisfied.",Breakfast was not included.,"Called front desk. The lady was not patient. She talked very fast with a strong accent. It was hard to understand.... Below 7th floor, there wad renovation going on, a lot of noise, which bothered us a lot.",,12695.0,julio de 2022,Comentó en: 31 de julio de 2022
850,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,4 noches,En pareja,Beautiful view / experience,$20 room upgrade,Bed was hard/uncomfortable,,12695.0,julio de 2022,Comentó en: 29 de julio de 2022
851,Estados Unidos,Habitación con cama extragrande.,1 noche,Persona que viaja sola,It was ok.,The room was very nice.,"I didn't appreciate that an airline crew was able to cut in line and check in before me. I guess there was a separate line for them, but I was there before them, and I was just one person. I think I should have been helped first.",,12695.0,junio de 2022,Comentó en: 17 de julio de 2022
852,Reino Unido,Habitación con 2 camas grandes,4 noches,En pareja,don’t stay there,excellent location and nice balcony and view,rubbish service particularly at the entrance - the most senior team member (igor?) was really rude and totally useless - even the doorman apologised!,,12695.0,julio de 2022,Comentó en: 7 de julio de 2022
853,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En familia,Bien,"I like that it's quiet clean , safe , staff were respect ful.The location was also good.","I feel that the place is too big, it was a bit cold .I'm not used to with very big hotels . I love that warm feeling when I walked in a hotel, something that feels like home . I like that personal connection with the staff , it was a bit too sterile for me , but don't get me wrong the hotel rooms are beautiful & comfortable, it's just that I like it to feel like home .",,12695.0,julio de 2022,Comentó en: 6 de julio de 2022
854,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,for business travel is good not recommended for leisure,Location,"valet parking very expensive, no rooftop night bar and good restaurant on site",,12695.0,julio de 2022,Comentó en: 5 de julio de 2022
855,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,4 noches,En pareja,"Beautiful hotel Atrium, very nice room , staff friendly..Overpriced.","We loved the room because it was newly renovated,And I like that they gave you 4.00 credit which was good for buying bottle water","Overpriced breakfast , coffee only good in the morning, the coffee from the machine which is available during the day is disgusting taste like water , didn’t like the long walk from the elevator to your room , And I didn’t appreciate hotel security calling my room waking me up in the middle of the night talking about a flower delivery and that he called the wrong room ,And the first day we got there this white man would come out ( security)everytime we walked the hallway . To go too the elevator .The Guest we’re very friendly, and the market, ferry building is very close , And everything closes inside the hotel too early ..",,12695.0,julio de 2022,Comentó en: 3 de julio de 2022
856,Alemania,Habitación con 2 camas grandes,9 noches,En familia,"Request for ""High Floor"" was neglected.",Room clean and quiet.,"Very dark, windows too small, also tiny bathroom.",,12695.0,junio de 2022,Comentó en: 18 de junio de 2022
857,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,1 noche,En grupo,Watch out for the upsell.,"Great Room, great location, and good view.",I got upsold a room way more than my real means. And the staff wasn't very clear. You know what I mean. And my room wasn't ready when I needed it so then that opened a perfect opportunity to upsell me the penthouse. Just say it's an additional amount on top of what you already paid. Don't hide the cost of the room. Thinking I know better. You need to communicate better to the customers. Thank you,,12695.0,junio de 2022,Comentó en: 14 de junio de 2022
858,Estados Unidos,Habitación con 2 camas grandes,2 noches,En familia,Not memorable,"It took us a very long time to find the enterence to the hotel. Our room was very far from the elevator practically the last room despite that hotel was almost empty. Only one restaurant, and in the morning there were no service at the coffee place",,,12695.0,junio de 2022,Comentó en: 8 de junio de 2022
859,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Not what I paid for.,It was a decent sized room.,"The room wasn't cleaned well. There were a previous guests socks in one of the drawers when we arrived. The room was laid out very oddly with a large amount of wasted space. The sea view that I paid dearly for was a peak, definitely not what was advertised in the photo when I booked the expensive room.",,12695.0,mayo de 2022,Comentó en: 2 de junio de 2022
860,Luxemburgo,Habitación con vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Decepcionante,confortable rooms,"noisy, very noisy - people shouting and partying in the corridor till 1am borth nights
no complimentary water, no cups for the coffee machine?",,12695.0,mayo de 2022,Comentó en: 22 de mayo de 2022
861,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Agradable,"Customer service, location, and views were great.","We discovered something quite gross in our bed, someone else's dirty sock. We also requested for a non smoking room but to our surprise the room smelled like smoke as soon as we walked in. Additionally before we went into the room, bottles of beer were left right outside the room door. 
Cleanliness is crucial especially during these times. It deterred us from wanting to stay at Hyatt again but customer service made up for it after we addressed it.",,12695.0,marzo de 2022,Comentó en: 22 de abril de 2022
862,Estados Unidos,Habitación con cama extragrande.,2 noches,Persona que viaja sola,Pésimo,Got charge $450 for a cancellation that happened 3 days before my scheduled arrival. Just awful.,,,12695.0,abril de 2022,Comentó en: 20 de abril de 2022
863,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1 noche,Persona que viaja sola,I wanted to experience having an overnight stay at the HYATT REGENCY THE LOCATION IS EVERYTHING AND TO DIE FOR!!!! close,"the location, the beautiful view of the bay bridge, the convenience of being near shopping plazas, restaurants, ferry building etc. I will BE BACK!!!!!!!!!!",little overpriced for the rooms,,12695.0,marzo de 2022,Comentó en: 19 de abril de 2022
864,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,was expecting a,"very clean, great location!","that I paid 300$ for a night and still didn’t get my ocean view, should’ve just gotten a room w ocean view and no balcony. somewhat disappointing. other than that staff was great!",,12695.0,abril de 2022,Comentó en: 19 de abril de 2022
865,Pakistán,Habitación con cama extragrande.,3 noches,Persona que viaja sola,Decepcionante,Google,too much construction work sound everywhere in the hotel at night so you can’t sleep,,12695.0,abril de 2022,Comentó en: 17 de abril de 2022
866,Reino Unido,Habitación con 2 camas grandes,3 noches,En grupo,"Do not recommend, rude and incompetent staff","Spacious, quiet rooms, good location near the port, exceptional lobby design","No shelves in the bathroom to place your toiletries, lack of mirrors weird bed sheets, noisy A/C.
Reception staff incredibly rude especially Tashi - we were a group of 4 in two double rooms. Booked the pay at the property option with booking only to find out that they have already charged us prior arrival. Charged one card for the whole amount and said we chose the pre-payment option, which we didn’t. We showed our booking confirmation that stated pay at the property but Tashi kept insisting it is pre-payment despite the written confirmation from booking. He was rude and disrespectful and for that reason we will never return to Hyatt regency and don’t recommend it. The staff will ruin your good mood.",,12695.0,abril de 2022,Comentó en: 12 de abril de 2022
867,Estados Unidos,Habitación con cama extragrande.,1 noche,Persona que viaja sola,Decepcionante,the rooms were a bit run down. the sink in my bathroom wouldn’t drain at all.,,,12695.0,abril de 2022,Comentó en: 11 de abril de 2022
868,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3 noches,Persona que viaja sola,Agradable,Location was good and room was nice.,It was impossible to reach the concierge. I called several times because there were no water bottles in my room. There was also no room service. Because it’s such a large hotel the rooms are nice but it takes a long time to get around and service is not hands on - probably because there are so many rooms.,,12695.0,marzo de 2022,Comentó en: 4 de abril de 2022
869,Estados Unidos,Habitación con 2 camas grandes,1 noche,En grupo,"LOOKED VERY DATED AND SHABBY, BASEBOARDS AND HAND AREAS NEEDED CLEANING,",MATTRESS WAS GREAT,"NO RESTURANT, NO MAKEUP MIRROR, NO INFOMATION OF THE CITY, WHAT TO DO AND WHERE TO GO, NO TOILET SHAMPOO, LOTION, SHOWERCAP ETC
NO PENCIL OR PAPER, BAR WAS WITHOUT A BARTEDER",,12695.0,marzo de 2022,Comentó en: 25 de marzo de 2022
870,Polonia,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,2 noches,En pareja,horrible,location,"security treat you very bad, now I know what is rasist … problem with terminal Mastercard , old furniture , the WORST HOTEL in my travelers life
run !!! not book even for 1 usd",,12695.0,enero de 2022,Comentó en: 24 de marzo de 2022
871,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En familia,Nice location. Value for room mediocre.,Location. The location was perfect. Near everything we wanted to do.,Hotel was a little dated. Rooms smalll. Especially for price. Could not get streaming to work....and shower was not cleaned thoroughly.,,12695.0,marzo de 2022,Comentó en: 21 de marzo de 2022
872,Canadá,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,2 noches,Persona que viaja sola,"comfortable, easy check in, easier check out!",quiet,the evacuation Friday night.,,12695.0,marzo de 2022,Comentó en: 10 de marzo de 2022
873,Estados Unidos,Habitación con cama extragrande.,4 noches,En grupo,overall it was a nice stay,lobby was very beautiful.,rooms far from elevator,,12695.0,febrero de 2022,Comentó en: 3 de marzo de 2022
874,Estados Unidos,Habitación con cama extragrande.,3 noches,En grupo,Agradable,Location,Parking and plumbing noises,,12695.0,marzo de 2022,Comentó en: 2 de marzo de 2022
875,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2 noches,En familia,Agradable,I was really expecting the rooms to be cleaner.,Breakfast wasn’t included.,,12695.0,febrero de 2022,Comentó en: 28 de febrero de 2022
876,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2 noches,En familia,We’ll be back.,Close to the event we were attending and they allowed pets.,Not being able to go to my vehicle when using valet. I forgot a few things (phone charger etc.) and I was told that someone would retrieve it…which means a tip was expected each time - I felt wrong if I didn’t tip. They also give me a stub that says they aren’t responsible for any damages that happen while in valet! Had to video/photograph before and after to feel “safe”.,,12695.0,febrero de 2022,Comentó en: 24 de febrero de 2022
877,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Aceptable,location is amazing,no room service. Room was small and funky layout,,12695.0,febrero de 2022,Comentó en: 22 de febrero de 2022
878,Reino Unido,Habitación Doble con 2 camas dobles y vistas a la bahía,7 noches,En familia,A victim of covid and age.,"Comfortable bed, empty fridge for use, good black out curtains. Twin room with partial bay view was large and plenty of space for suitcases etc.","Twin bay view room has small windows making the room a bit dark. Hotel was of it's time, but clean and comfortable. No additional services were available like bar or dining. Price was high for hotel occupancy and amenities offered.",,12695.0,enero de 2022,Comentó en: 21 de febrero de 2022
879,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Housekeeping?,"Great Location 
Beautiful lobby 
Scenic views from Suite Balcony","Cleanliness was the biggest problem 
While checking for bed bugs, none found thank goodness. Two prescription drug bottles were under the mattress. Which expired in 2017, I'd like to think HK would have noticed these bottles while changing the bed linens. Hair in the bed, sheets, throw blanket and on the pillows. Stains on the bathroom walls, not wear and tear. A stain that could've been wiped down with a rag. Stains on the headboard as well. Stayed for two nights 3 days and noticed the same empty can and trash each time I left the room.",,12695.0,febrero de 2022,Comentó en: 21 de febrero de 2022
880,Reino Unido,Habitación con cama extragrande.,2 noches,En grupo,Poor value for money,Wi-Fi was poor. No water in the room. Bar and restaurant were closed during our stay.,,,12695.0,febrero de 2022,Comentó en: 16 de febrero de 2022
881,Reino Unido,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,Persona que viaja sola,really average,convenient location,"no amenities were open. bar was closed, marketplace only open at certain hours in the morning",,12695.0,febrero de 2022,Comentó en: 16 de febrero de 2022
882,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,5 noches,Persona que viaja sola,Agradable,The bed is comfortable.,"It’s very old and pricy. The carpets needs to be done ASAP
Rooms are sooooo far from the elevator, delivery can’t go up but staff won’t bring it you. Sides door are closed so you can only entrance one way,l. Information provided about changing the credit card on day one was all wrong, after speaking the manager needed to do the oposite of what the guy first told me. Very OK hotel.",,12695.0,diciembre de 2021,Comentó en: 9 de febrero de 2022
883,Estados Unidos,Habitación con 2 camas grandes,1 noche,En familia,Bien,"Room location was right to restaurant and were blasting music till 3.00 am . for the premium stay , lower floors are no worth it.",,,12695.0,enero de 2022,Comentó en: 28 de enero de 2022
884,Estados Unidos,Habitación con 2 camas grandes,1 noche,En familia,Bien,we’ve stayed here before and love the location and the beautiful lobby.,"unfortunately, the restaurant wasn’t open during the week. The “snow” in the lobby wasn’t happening during the week. the bar was closed. we were disappointed as we were looking forward to enjoying the festive atmosphere while eating downstairs. couldn’t even get hot chocolate or cocktails to take to our room. the marketplace was open and we ordered dinner to go…the pizzas were awful and undercooked. My $25 salmon was terrible and overcooked. to their credit, they di",,12695.0,diciembre de 2021,Comentó en: 30 de diciembre de 2021
885,Estados Unidos,Habitación con 2 camas grandes,4 noches,En familia,Bien,Hotel staff,Car parking,,12695.0,diciembre de 2021,Comentó en: 28 de diciembre de 2021
886,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Wonderful room and view but nothing else to offer for the price. Would not select a Hyatt again.,our room was wonderful and had a beautiful view of the ferry building and bay bridge. Our bed was extremely comfortabl,"Disappointed that there was no kitchen-dining in facilities...only the ""market"" with overpriced pre-packaged foods.
Bar only open during weekends; we checked in Sunday and went out right away; found the bar closed when we got back at 9:00 pm. Then bar was closed on Monday when friends met us in the lobby late afternoon.
Saw mouse running around the seating area by the bar on monday night. Told front desk and he just dismissed us.",,12695.0,diciembre de 2021,Comentó en: 23 de diciembre de 2021
887,Estados Unidos,Habitación con cama extragrande y vistas al mar,3 noches,En familia,Bien,The Bars and restaurants were not available making it inconvenient for dining.,,,12695.0,diciembre de 2021,Comentó en: 22 de diciembre de 2021
888,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1 noche,En grupo,Amazing Accept Parking Prices,Location was everything!! The views were amazing!!! The room and bathrooms were extremely spacious!,Parking is extremely too expensive! $80 Valet and no in and out! And self parking $35 and no in and out!!! Ridiculous!!,,12695.0,diciembre de 2021,Comentó en: 5 de diciembre de 2021
889,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,2 noches,En pareja,"Great location, wonderful views, professional and courteous staff, nice rooms but don’t expect to take a nice bath!","Location was great! The view from our 14th floor room was amazing. THe elevators and the inside of the hotel at the atrium level were impressive. 
Staff courteous and prompt to help. Room was clean, beds comfortable but there were NO blankets for extra comfort.","The bathroom was rather outdated and NO freebies like always. I mean, no shampoos/conditions/body lotion samples. No toothpaste or tooth brush ( like I am used to pre COVID)…. Just paper cups and one soap bar—that’s it! I tried to take a bath , but the bath stopper didn’t seal completely and the water was quickly gone !! The shower curtain a joke! It was not keeping the water in while showering and inevitably made a mess ! The water was all over the floor every time you took a shower. 
There was no FAN on the bathroom or vent either…..really???? 
The little Market had food that was SUPER expensive, like a ham sandwich for $18 and a yogurt parfait for $9. $4 for a small bottle of water.",,12695.0,noviembre de 2021,Comentó en: 23 de noviembre de 2021
890,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,it was okay,perfect location,One of the front desk receptionist had a smart a** attitude when I had a door dash delivery and did not know the covid protocol. When he called my room I asked if it was allowed to let the delivery guy come to my room and he had an attitude answering me and said he can leave the food by the elevator if I wanted to pick it up. it was so rude and unnecessary like he was straining his arms to dial my room number and straining his voice just to answer my question. I’ve been to this hotel before and this is the first time I’ve had a bad experience.,,12695.0,octubre de 2021,Comentó en: 8 de noviembre de 2021
891,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Aceptable,They lost my medicine.,,,12695.0,octubre de 2021,Comentó en: 4 de noviembre de 2021
892,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1 noche,En pareja,"sadly will probably try a new hotel next visit to SF,simply because the room was just not worth the",location and lobby. Valet staff was very friendly.,"I have stayed at this property numerous times and i have to say this was the first time that our room, felt like it needed a good scrubbing. The carpets were very dirty and the linens did not smell even remotely fresh. To be honest the room stunk like dirty feet.
80 dollars for parking over night when you are staying at the property is a little outrageous.",,12695.0,noviembre de 2021,Comentó en: 4 de noviembre de 2021
893,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,1 noche,En familia,god,The ubication,They do not respect your reservations if you do not arrive on time they give your room to someone else.,,12695.0,octubre de 2021,Comentó en: 3 de noviembre de 2021
894,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,The hidden fees (example tourism fees and destination fees) and room upgrade along with the parking fees were ridiculous,location and cleanliness,property was ok,,12695.0,octubre de 2021,Comentó en: 1 de noviembre de 2021
895,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,1 noche,En grupo,I think it could have been better,"Didn’t get any breakfast, everything from the website is totally once one is there.","I was expecting waters in the room, and when I called for three I got only 2",,12695.0,octubre de 2021,Comentó en: 28 de octubre de 2021
896,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Very disappointed!!,"We were located about as far from the elevator as was possible. We were given an inside room that looked out over some office buildings instead of looking out over the city or the bay. There is no real restaurant on site, even though the web site states that there is. It is no longer a 4 star hotel, as it was many years ago when we stayed there last.",,,12695.0,octubre de 2021,Comentó en: 28 de octubre de 2021
897,Estados Unidos,Habitación con cama extragrande.,1 noche,Persona que viaja sola,trip,location was key. check in staff amazing from doorman to check in clerk.,"they need to update website. no room service, no lounge or bar from 1-5 at all even on Saturday or Sunday.",,12695.0,octubre de 2021,Comentó en: 25 de octubre de 2021
898,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Maybe it's not just the Hyatt but all of San Francisco seems challenged by the pandemic. It was sad,View was wonderful. Bed was very comfortable.,"Towels were very ""tired"" and not very thick. There were no robes in the room. We have stayed here before so we were a bit disappointed with the quality.",,12695.0,septiembre de 2021,Comentó en: 3 de octubre de 2021
899,Estados Unidos,Habitación con 2 camas grandes,1 noche,En familia,Decepcionante,San Francisco and the mask and vaccine mandate made this a horrible experience. The city and government need to mind there own business.,,,12695.0,septiembre de 2021,Comentó en: 1 de octubre de 2021
900,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3 noches,En pareja,It was ok,It was good location to the piers.,"No room service. Very basic room but did have a balcony with a partial view of the bay. Had to request a coffee maker, microwave, robes..",,12695.0,septiembre de 2021,Comentó en: 26 de septiembre de 2021
901,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,1 noche,En familia,"A fun city getaway, close to the water but with easy access to the city interior.","Lobby is fantastic. The glass elevators are so fun (they look steampunk to me). Beautiful potted plants on the patio. Cool location across the street from the Ferry Building. Not exactly designed for having a dog with you, but pretty easily maneuvered as there is a large grassy area with a huge fountain to enjoy right outside.","Found a child’s toy and a vape pen around the edges of the bed, causing us to wonder how well the room had been cleaned. 
Due to COVID the restaurant was closed, so we didn’t get to take advantage of the food voucher properly. Their only food option was an incredibly expensive “market” with prefab meals. One poor employee was microwaving and toaster-opening her heart out!",,12695.0,julio de 2021,Comentó en: 22 de agosto de 2021
902,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,"Great location, aging hotel, indifferent staff",Location!!,"Kinda dated. Room was clean, but the features were old, flimsy (things couldn’t remain plugged-in; fell out of sockets, white noise machine was way beyond being useful any longer…why not just toss it?), TV system was agonizingly slow.",,12695.0,agosto de 2021,Comentó en: 16 de agosto de 2021
903,Estados Unidos,Habitación con 2 camas grandes,5 noches,En familia,Agradable,"Hotel was clean, staff was friendly and beds were comfortable.",Room was as far away from elevator as I could get. The restaurant being closed was very inconvenient and if you are hungry after 9pm you are completely out of luck in the area...,,12695.0,agosto de 2021,Comentó en: 12 de agosto de 2021
904,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,I would stay here again!,I liked the location of the hotel as well as the cleanliness of the rooms. There was excellent staff and there was easy access to the streets and other restaurants near by. There was excellent communication with covid guideliness,"I did not like the parking structure setup. If you did not want to pay the $80 for valet parking, you had to make multiple turns to get to the designated parking structure located farther away from the hotel.",,12695.0,julio de 2021,Comentó en: 2 de agosto de 2021
905,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,2 noches,Persona que viaja sola,Pésimo,I didn't like the prepayment of my credit card. I hardly returned my money back. Had to dispute that transaction as fraudulent and report about that to my bank. Hotel didn't want to return my money to my credit card telling different stories. Eventually my bank resolved that issue not the hotel. So be careful booking this hotel.,,,12695.0,julio de 2021,Comentó en: 23 de julio de 2021
906,Estados Unidos,Habitación con 2 camas grandes,1 noche,En familia,Beautiful lobby area,"Hotel had a wonderful lobby area with a restaurant store, and bar. Room was clean and tidy, only downfall that affected our family was how enclosed the room felt. Was a bit claustrophobic but other than that it worked for a night",,,12695.0,julio de 2021,Comentó en: 19 de julio de 2021
907,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,9 noches,Persona que viaja sola,Mt stay at Hyatt Regency in San Francisco was very enjoyable.,I nhad a very comfortable room with a great view of the Bay. Public Tranportstion was close by. sevrql good restaurants close.,Eclipse Bar and Kitchen was only one Thursday-Saturday.,,12695.0,julio de 2021,Comentó en: 17 de julio de 2021
908,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,4 noches,En pareja,Underwhelming,View,Accommodation,,12695.0,julio de 2021,Comentó en: 16 de julio de 2021
909,Estados Unidos,Habitación con cama extragrande.,3 noches,Persona que viaja sola,Great place if you can get a good deal. A bit-outdated to warrant paying regular 4-star prices,"Considerate and helpful staff, decent amenities (including cable, on-demand, and a gym), interesting decor and landmark building.",Rooms are a bit outdated for a 4-star. Bathroom kept having water on floor due to leak from above.,,12695.0,junio de 2021,Comentó en: 5 de julio de 2021
910,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,3 noches,En familia,Aceptable,There’s no available room when we check in even though you have a reservation already we waited for 3 hour to get the room.,,,12695.0,julio de 2021,Comentó en: 5 de julio de 2021
911,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Bien,Good location. Rooms are comfortable.,Just not a fan of San Francisco,,12695.0,julio de 2021,Comentó en: 4 de julio de 2021
912,Estados Unidos,Habitación con cama extragrande.,6 noches,En pareja,Bien,"Checking in and out was easy and the staff were helpful. The hotel was empty and no conferences, weddings, or any activities were available although the fitness center was open. No restaurants were open in the hotel, probably because the covid restrictions were just lifted in San Francisco.","The hotel top floor with panoramic views of the city was not open with their usual buffet service. In general, we have never seen San Francisco so desolate and depressed. Most of the downtown shopping has vanished with many buildings and blocks entirely empty and for lease.",,12695.0,junio de 2021,Comentó en: 2 de julio de 2021
913,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Not very satisfied,The room was nice.,"There was an extra charge for having a pet which was not named on the website or booking. When i was advised by staff about the high fee, they had already charged it not even asking if i was okay with it. I ended up paying about 6x the amount showed on booking.",,12695.0,junio de 2021,Comentó en: 29 de junio de 2021
914,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1 noche,En pareja,We have loved this hotel for 40 years. So dissatisfied with this stay. Escalators not working which overloads elevator,Location and cleanliness,See above,,12695.0,junio de 2021,Comentó en: 20 de junio de 2021
915,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,4 noches,En pareja,Great place to stay,Wonderful staff!!! Very helpful and friendly. Location and amenities are great.,It's a little hard to judge because of the restrictions. But the amount of extra fees and taxes was a bit surprising.,,12695.0,junio de 2021,Comentó en: 17 de junio de 2021
916,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1 noche,Persona que viaja sola,not impressed,location - next to office,"Air conditioner did not work, had to have slider door open. Asked for wakeup call and couldn't be done. Asked for a phone charger so I could use my phone for timer, took way too long. Coffee brewer did not work.",,12695.0,junio de 2021,Comentó en: 17 de junio de 2021
917,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Bien,The view,"Small room size, no alcohol",,12695.0,junio de 2021,Comentó en: 15 de junio de 2021
918,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,2 noches,En pareja,Bien,I have stayed at the Hyatt many times over the last 50 years…. I was shocked by how empty the hotel was and how many of the hotel’s facilities were shut down.,,,12695.0,junio de 2021,Comentó en: 11 de junio de 2021
919,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Bummer there was no room service for the price we paid,Location,No room service. Market was closed early. No heads up about no room service.,,12695.0,junio de 2021,Comentó en: 6 de junio de 2021
920,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1 noche,Persona que viaja sola,Agradable,There was very little people about.,The sea view was 50% of what is advertised on the website. That’s the whole reason I stayed at the Hyatt.,,12695.0,mayo de 2021,Comentó en: 1 de junio de 2021
921,Estados Unidos,Studio Suite with Bay View,7 noches,En familia,Bien,Location,"No bar,no restaurant and price too higth.",,12695.0,mayo de 2021,Comentó en: 26 de mayo de 2021
922,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1 noche,En familia,Agradable,Toilet had a leak so had to keep towel down whole stay,It was okay. Maybe when fully open will be better,,12695.0,mayo de 2021,Comentó en: 23 de mayo de 2021
923,Estados Unidos,Habitación con 2 camas grandes,1 noche,En grupo,Agradable,The hotels location is great for access to the embarcadero and not too far from union square. Our room was quiet and spacious,"The bed was one of the hardest ive ever felt in my life, both of us woke up with sore backs and we typically like firm beds! This was almost the floor with some pillows and a blanket",,12695.0,mayo de 2021,Comentó en: 8 de mayo de 2021
924,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Over priced.,Rooms are clean. Beds comfortable. Good location.,Over priced for what you receive. Restaurants closed. Hotel under renovation. Hotel added on a 29.00 destination fee.,,12695.0,abril de 2021,Comentó en: 26 de abril de 2021
925,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,discussing two late to go to another hotel.,There was a used condom in the mini fridge,,,12695.0,abril de 2021,Comentó en: 8 de abril de 2021
926,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Aceptable,Staff were extremely friendly and helpful,Parking lot!!! Paid $30 every time we needed to drive out very disappointing!!!!,,12695.0,abril de 2021,Comentó en: 4 de abril de 2021
927,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Mal,Over priced room for what you get . Very unclean rooms dirt ever where in th room .,,,12695.0,marzo de 2021,Comentó en: 27 de marzo de 2021
928,Estados Unidos,Habitación con 2 camas grandes,1 noche,En familia,Agradable,Bathroom are too small it’s out dated,,,12695.0,marzo de 2021,Comentó en: 23 de marzo de 2021
