,nationality,acommodation,stay,company,review_title,good_review,bad_review,url,hotel_id,date
135,Canadá,Habitación con cama grande y vistas a la ciudad - Planta superior,1 noche,En grupo,Delivered on my expectations,The staff were excellent,It was difficult to find the room for breakfast. Better signage would be appreciated.,,702.0,septiembre de 2023
136,Australia,Habitación con cama grande y vistas a la ciudad - Planta superior,1 noche,En pareja,Comfortable and convenient airport hotel.,"Perfect location for LA International Airport. Comfortable and clean as you'd expect from a Hyatt Regency. Good breakfast with partial table service. Fine restaurant and bar. Prompt, reliable shuttle service to airport terminals.",Nothing that we didn't like. It lived up to expectations.,,702.0,septiembre de 2023
137,Chile,Habitación con cama extragrande.,1 noche,En pareja,Most asking,The room was clean and comfortable. Very nice.,The sofa was stained. Should have been cleaned or recovered.,,702.0,septiembre de 2023
138,Nueva Zelanda,Habitación con cama grande y vistas a la ciudad - Planta superior,1 noche,En pareja,Fantástico,"Great location with free shuttle service to and from LAX, takes around 10mins. Staff offered free bottled water on arrival which was a nice touch. No problem leaving bags for half the day after we checked out.",The day we were there was a mandatory fire alarm test. Went on forever. Great alarms though you could not stay inside.,,702.0,agosto de 2023
139,Estados Unidos,Habitación Deluxe con vistas a la ciudad - Planta superior,2 noches,En pareja,Fantástico,no microwave,,,702.0,septiembre de 2023
140,Australia,Habitación con cama extragrande.,1 noche,En pareja,Muy bien,Location; spacious room; comfortable bed.,Leaky shower head with very poor water pressure which made it difficult to rinse off.,,702.0,septiembre de 2023
141,Finlandia,Habitación Deluxe con vistas a la ciudad - Planta superior,1 noche,En pareja,Muy bien,Convenient for an overnight layover.,The room had seen better days.,,702.0,septiembre de 2023
142,Estados Unidos,Habitación con cama grande y vistas a la ciudad - Planta superior,1 noche,En pareja,Fantástico,Great for overnight before early flight,,,702.0,septiembre de 2023
143,Gibraltar,Habitación con 2 camas grandes y bañera accesible - Adaptada para personas con discapacidad,1 noche,En familia,Great hotel for staying close to LAX,"Great location, 5 minutes drive on the shuttle bus
Excellent free hotel shuttle service 
Large, quiet and clean, comfortable room.",All was ok,,702.0,septiembre de 2023
144,Reino Unido,Habitación con cama grande,1 noche,Persona que viaja sola,Bien,Convenient located,The check in person did not allow our son (who’s booking it was in) to use the credit card on the booking.com so he had to pay out of his own money which was not what we wanted. I had confirmed with a staff member the week before when I was there that he could pay by the card on the booking.,,702.0,agosto de 2023
145,Corea del Sur,Habitación con cama grande y vistas a la ciudad - Planta superior,3 noches,En pareja,very comfort stay. excellent for recovery from jetlag.,"Very friendly and nice receiptionists. Especially, the manager with turning pencils magically. I forgot his name. But he was very nice.",blanket are very clean and comfort but a little bit old and worn. Some feathers are coming out from the blanket.,,702.0,julio de 2023
146,Nueva Zelanda,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,2 noches,En pareja,Great stay for airport location,Great location for airport and facilities. Very good service.,,,702.0,agosto de 2023
147,Reino Unido,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1 noche,Persona que viaja sola,"Comfortable good size room, generally helpful staff","Nice room, good facilities, helpful staff (although breakfast restaurant a bit stressy",Nothing obvious,,702.0,septiembre de 2023
148,República Checa,Habitación con cama grande,1 noche,En familia,Muy bien,"The location is great, when you plan like us to depart from LAX the next day.
The room was nice and clean. Even though the hotel is right next to a large street no noise could be heard.",Parking is very expensive(60$) a night.,,702.0,agosto de 2023
149,Singapur,Habitación con 2 camas grandes,1 noche,En pareja,Good location for a stopover. Rest to prepare long flight.,Good airport shuttle service. Drivers are helpful.,"Only one F&B outlet, understand though.",,702.0,septiembre de 2023
150,Estados Unidos,Suite con cama extragrande,4 noches,En pareja,"We were there visiting family, so we chose this hotel based on the shuttle, meal availability.","The staff was wonderful. Meal options were good, room was clean and roomy, enjoyed the airport view.","There was not one comfortable place in the entire hotel to sit. Being older, I found that all seating was either too hard or way to soft, putting you pretty close to the floor. The sofa in the room sunk way down and the chairs were like sitting on rocks. The stools in the kitchen area were a definite no. The chairs in the restaurants were not any better.",,702.0,septiembre de 2023
151,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Muy bien,"Transportation to airport driver. We were dropped off way too from airport entrance to Hawaiian Air and
had to walk a good distance with luggage etc.",,,702.0,septiembre de 2023
152,Estados Unidos,Habitación con cama grande y vistas a la ciudad - Planta superior,1 noche,En familia,Outstanding customer service and comfort.,Rooms were clean and well organized. The breakfast offered was outstanding in quality and quantity. The close proximity of the hotel to the airport.,The constuction going on at the time of our visit.,,702.0,agosto de 2023
153,Estados Unidos,Habitación con cama extragrande.,1 noche,Persona que viaja sola,"A clean, quiet respite next to LAX - one night max",Very very close to airport and super quiet in the room to get a good night sleep after long travels. Location is the key here.,"Renovations going on so no access to pool and limited service in snack shop & restaurant/bar; however, staff was excellent and worked well around the inconveniences.",,702.0,septiembre de 2023
154,Estados Unidos,Habitación con 2 camas grandes,2 noches,En pareja,Pleasant but could have been better,"Good location, nice layout, shuttle service","The bathroom door didn’t shut all the way allowing for privacy as it was sliding, so not comfortable with others in the room. $60 parking is ridiculous.",,702.0,agosto de 2023
155,Australia,Habitación con cama extragrande.,1 noche,Persona que viaja sola,Perfect layover stop,Great location for late evening arrival into LAX . Shuttle service was efficient. Room was lovely.,Nothing,,702.0,septiembre de 2023
156,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Great place - close location and quiet for the busy area it was in.,We had extra time waiting on a flight - so enjoyed the pool & did a late check out - the Hotel Cabanna was awesome!,Elevators would let us back up in the mornings when we came down for breakfast and after using the pool.,,702.0,agosto de 2023
157,Estados Unidos,Habitación con cama grande y vistas a la ciudad - Planta superior,1 noche,En pareja,Quiet and peaceful - we slept well!,We enjoyed the breakfast buffet - a bit pricy but good,The elevators wouldn't let us back up with our door key after going back down in the morning - this was a struggle even after having card reset.,,702.0,agosto de 2023
158,Australia,Habitación con cama grande,1 noche,En familia,"Super easy shuttle, checkin, checkout!","Close to LAX. 
Super easy and convenient airport shuttle, check in and check out.
Comfortable.",,,702.0,agosto de 2023
159,Hong Kong,Habitación con 2 camas grandes,2 noches,En familia,Unbeatable location and clean room,Locate right next to LAX easily reach by hotel shuttles. Room is in good size. Pillows and mattress are very comfy. Overall very clean except the window. Goodview of the the city and airport.,"No tea bag in the room, no slippers. The restaurant at the lobby is a bit pricey.",,702.0,agosto de 2023
160,Australia,Habitación con 2 camas grandes,1 noche,En familia,great hotel if you need or want something near the airport,"friendly staff, clean, comfortable beds, good pool and facilities.",,,702.0,agosto de 2023
161,Japón,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1 noche,Persona que viaja sola,Fairly good option if you had to stay near LAX,Very conveniently located from LAX. Staff were all friendly and helpful.,The bathtub was old and didn’t drain well. Wish the rate was slightly more reasonable.,,702.0,agosto de 2023
162,Estados Unidos,Habitación con cama grande y vistas a la ciudad - Planta superior,1 noche,En pareja,The HYatt was a very nice place to stay when between flights.,The food was great and the servers at the bar and the 24 hour cafe we're very nice. The staff at the checkin and check out counter were very pleasant and accommodating.,I was hoping to swim but the pool had an oil slick on it and the bottom didn't look like it had been vacuumed in a very long time.,,702.0,agosto de 2023
163,Hong Kong,Habitación con cama grande,1 noche,Persona que viaja sola,Bien,it was clean and safe.,The room service food looked like it was outsourced not prepared fresh.,,702.0,julio de 2023
164,Australia,Habitación con cama extragrande.,1 noche,Persona que viaja sola,Perfect if you need to stay close to LAX,Great airport hotel,,,702.0,julio de 2023
165,Arabia Saudí,Habitación con 2 camas grandes,1 noche,En familia,My stay in Hyatt Regency was quite enjoyable willing to come back soon.,"easy to reach from airport within short time ,room is spacious, clean and quiet.
breakfast and lunch are great and staff are very friendly.
willing to come back soon.",practically nothing.,,702.0,agosto de 2023
166,Reino Unido,Habitación con cama grande,1 noche,Persona que viaja sola,Excellent LAX hotel,"Location was fabulous for the airport departure early next morning, but what I really loved was the atmosphere in the restaurant in the evening, and friendly bar staff and waiters.
Travelling alone can really be miserable alone, but i didn't feel that here.
So much that I can say, following a week travelling along the Cali coast, it was my favorite hotel.","Only small criticism was the shuttle bus, two passed full. Only a little frustrating really",,702.0,agosto de 2023
167,Estados Unidos,Habitación adaptada para personas con discapacidad con ducha accesible - 2 camas grandes,1 noche,En familia,We really enjoyed this hotel and would stay there again.,The room was very comfortable and we had a great view. The staff were very nice and helpful.,I liked everything,,702.0,agosto de 2023
168,Reino Unido,Habitación con cama extragrande.,1 noche,Persona que viaja sola,"Amazing hotel, especially for an airport hotel, highly recommended for short layovers","Location is amazing for international and internal flights - walkable to all terminals - the brekasfast is lovely, lots of variety and very up market brekfast area with waiters - lobby and ground floor of hotel is lovely, really high class for an airport hotel - top floor gym, very well equipped with amazing views, fridges full of water and towels - superb hotel!",,,702.0,agosto de 2023
169,Estados Unidos,Habitación con cama grande y vistas a la ciudad - Planta superior,1 noche,Persona que viaja sola,Muy bien,"This was my second stay at Hyatt Regency LAX. I really like that it is in walking distance from the terminals. But there is also a shuttle to reach the hotel. The check in was easy (important after a 12 and a half hour flight). I received again my requested upper floor room. There is a bar and a small market. There is also the possibility for a breakfast buffet in the morning. A Subway and coffee shop are in walking distance.
The room was fine, you can choose your temperature with the AC and it was quiet. It is a great place to stay for a flight the next day. There is also an outdoor swimming pool.",Nothing.,,702.0,junio de 2023
170,Australia,Habitación con cama grande,1 noche,En pareja,Great location especially if you are catching and early morning flight.,Full shuttle to and from the hotel to airport. Perfect for when you have an early morning flight. The location is also accessible to Santa Monica and Venice beach.,Nothing,,702.0,agosto de 2023
171,Singapur,Habitación con cama grande y vistas a la ciudad - Planta superior,1 noche,Persona que viaja sola,Great overnight stay for transit travellers,"Hotel is very close to LAX, great for overnight stay before domestic transfers. The reception team is very friendly and helpful. Like that they have a cafeteria to order food especially arriving late night after a long flight. Bus shuttle very efficient to and fro to LAX.",,,702.0,julio de 2023
172,Australia,Habitación con cama extragrande.,4 noches,Persona que viaja sola,Very nice hotel with great breakfast and bar area,Well located near the airport,No guest laundry,,702.0,julio de 2023
173,Filipinas,Habitación con vistas a la ciudad - 2 camas grandes - Planta alta,1 noche,En familia,Good for overnight stay,Location,sheets,,702.0,agosto de 2023
174,Estados Unidos,Habitación con cama grande y vistas a la ciudad - Planta superior,1 noche,Persona que viaja sola,Muy bien,Walkable from terminals. But there is also a shuttle. Nice open lobby with bar and small market. There is also an outdoor swimming pool. I requested a higher up room with a view and received it. The room was fine and quiet. Also one can regulate the temperature of the AC as I don't like it ice cold. There is a Subway and a coffee shop nearby.,It was ok and all in order.,,702.0,agosto de 2023
175,Islas Caimán,Habitación con cama extragrande.,8 noches,En pareja,My stay was pleasant and comfortable and I would recommend for sure,Close to the airport n walking distance to shopping,No microwave 🥺,,702.0,julio de 2023
176,Emiratos Árabes Unidos,Habitación con cama extragrande.,1 noche,Persona que viaja sola,Short but comfortable,I liked the room and its layout. The bathroom was spacious and well provisioned. The bed seemed comfortable but did not stay overnight so can't say how comfortable itr was,The choice of food is very limited,,702.0,agosto de 2023
177,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,All you need& some more from a place to stay before or between flights.,"Very close to the airport& rental car return areas. Room had a nice couch for lounging on& was in general very fancy for a hotel near an airport. Very nice that they have the restaurant downstairs, it's food was amazing. The staff were probably the kindest& most professional& that is all of them from the harried& over worked restaurant workers& the porter guys who helped with everything& I felt terrible for not being able to tip them.","Some trash was in the room from previous guests, not a big deal but worth noting. And even though it's standard doesn't mean we have to like the fact that we're trapped in til our flight the next morning& so they want to charge flat out crazy prices for single bottles of water, etc.",,702.0,julio de 2023
178,Estados Unidos,Habitación con 2 camas grandes,2 noches,Persona que viaja sola,Ok for a short trip. Access to the airport was great.,The hotel was overpriced for the accommodations and the breakfast was extremely lackluster for it's price. I ate breakfast at a neighbor hotel one morning.,,,702.0,julio de 2023
179,Estados Unidos,Habitación con cama grande,1 noche,En familia,Outstanding location for onward air travel.,Proximity to the airport.,Lack of a formal restaurant.,,702.0,agosto de 2023
180,Japón,Habitación con 2 camas grandes,1 noche,Persona que viaja sola,Very convenient for a layover,"This hotel is very close to the airport, and you can get there by their free shuttle.
So it's very convenient to stay in a layover.",Nothing,,702.0,julio de 2023
181,Reino Unido,Habitación con cama extragrande.,1 noche,Persona que viaja sola,Muy bien,Breakfast buffet was excellent and very good service,,,702.0,agosto de 2023
182,Bermudas,Habitación con cama extragrande.,1 noche,En pareja,Bien,The location to the airport was great and the shuttle service was reliable.,We had a late check in as this was an overnight with an early flight. Unfortunately there weren’t many food options in the hotel during the time we checked in.,,702.0,julio de 2023
183,Reino Unido,Habitación con cama extragrande.,1 noche,Persona que viaja sola,Nice short stay,Good location and nice staff,,,702.0,julio de 2023
184,China,Habitación con cama grande y vistas a la ciudad - Planta superior,1 noche,Persona que viaja sola,Excellent!,"Excellent service, friendly reception guy, better service than I expected. Offered delay checkout time because of my later flight that day!",,,702.0,julio de 2023
185,Australia,Habitación con cama extragrande.,1 noche,En pareja,Comfortable night after a very long flight,It did the job. A comfortable place to put our head down after a very long flight. It was also quiet.,"Only the surroundings, but that’s LAX, no fault of hotel",,702.0,julio de 2023
186,Canadá,Habitación con cama extragrande.,1 noche,En familia,Muy bien,Very close to the airport so it worked out well for a one night stay. Staff very helpful and kind.,I found the dinning room in the lobby very loud,,702.0,julio de 2023
187,Estados Unidos,Habitación con 2 camas grandes y bañera accesible - Adaptada para personas con discapacidad,1 noche,En familia,Great LAX stay over,"Clean, efficient, close to LAX & nice staff",Bathroom was a little below expectations,,702.0,agosto de 2023
188,Nueva Zelanda,Habitación Deluxe con vistas a la ciudad - Planta superior,1 noche,En pareja,Hotel a hit - Shuttle not so much,"Loved the restaurant food.
Staff were lovely. The hotel room was very comfy, Private and quiet.","Our shuttle driver who accused us for not staying at the hotel as we were sitting outside waiting for him. 
He also just talked on his phone on loud speaker the entire drive.",,702.0,agosto de 2023
189,Israel,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1 noche,Persona que viaja sola,Very pleasant . Very convenient.,"Good shuttle service ! 
Clean . Nice restaurant . Pleasant . Good chose of food . Very tasty . 
No espresso machine???",No espresso machine!!,,702.0,agosto de 2023
190,Australia,Habitación con cama grande y vistas a la ciudad - Planta superior,1 noche,En pareja,Would stay again,"Proximity to airport 
Excellent sound proofing 
Regular & Free shuttle to airport",Shuttles were full by the time they reached the hotel because some guests knew to walk across the road to where the shuttle departed from. Felt reception staff could have mentioned this as we needed to wait for some time for an available shuttles,,702.0,julio de 2023
191,Estados Unidos,Habitación con cama grande y vistas a la ciudad - Planta superior,1 noche,Persona que viaja sola,Nice location close to airport.,"Proximity to airport and that they had a shuttle. The man that took my bags to my room was really helpful, even offered to get me ice. I should have tipped him much more! Knowing this, I overtipped everyone else.
The amenity soaps and lotion were very nice.","The loud noise from the strikers. 
That my deposit took longer than other hotels to reverse.",,702.0,julio de 2023
192,Canadá,Habitación adaptada para personas con discapacidad con ducha accesible - 2 camas grandes,1 noche,En familia,Muy bien,"very close to airport, room is quite, good food choices for breakfast, frequent shuttle bus between airport and hotel",there is no places near by to get lunch/dinner if you want to eat in the hotel,,702.0,julio de 2023
193,Israel,Habitación con 2 camas grandes,1 noche,En familia,Fantástico,Very good breakfast,,,702.0,julio de 2023
194,Reino Unido,Habitación con 2 camas grandes,1 noche,En pareja,Fantástico,"Close to LAX. Comfortable beds. Clean, spacious and quiet rooms. Nice buffet breakfast.",Only 1 hotel shuttle pick up location at LAX outside Terminal 2. Would have been helpful if hotel had said this in pick up information.,,702.0,julio de 2023
195,Eslovaquia,Habitación con cama extragrande.,1 noche,En grupo,Bien,Its ok,,,702.0,julio de 2023
196,República Checa,Habitación con 2 camas grandes,1 noche,En familia,Good airport hotel,Location for overnight sleep for airport,No dinning available (restaurant/bar closed) just a mini market,,702.0,julio de 2023
197,Filipinas,Habitación con vistas a la ciudad - 2 camas grandes - Planta alta,3 noches,En familia,Recommended hotel,"-Breakfast
-Pool
-Free hotel shuttle
-Starbucks 
-Food at the lobby tastes good","-The staff named Ericka is not that accommodating.She looks annoyed while we are checking-in and she did not give us free bottled water maybe she’s not happy with what she’s doing anymore.
-No self laundry facility",,702.0,julio de 2023
198,Australia,Habitación con cama extragrande.,1 noche,En familia,Muy bien,"I have been overcharged for two rooms for one night on the 17-18th July. Could you please send me a receipt for what I have paid as I was not given one. I will check it once I have it. Thank you
Cindy Anderson",,,702.0,julio de 2023
199,Canadá,Habitación Deluxe con vistas a la ciudad - Planta superior,3 noches,En pareja,Nice decor. Comfortable beds. Good breakfast buffet.,Having a couple of breakfast vouchers was nice,Expensive valet service. Not many other options for parking. TV was not very smart. Would have been nice to connect to phone or Netflix,,702.0,julio de 2023
200,Estados Unidos,Habitación con vistas a la ciudad - 2 camas grandes - Planta alta,2 noches,En familia,Muy bien,"Proximity to airport, clean","Beds weren’t made up daily, fresh towels weren’t delivered automatically— needed to ask for them",,702.0,julio de 2023
201,Estados Unidos,Habitación con cama grande,1 noche,En pareja,Convenient but expensive,Close to airport. Comfortable room.,"Prices are high. Limited dining. Biggest problem is the labor strike making noise, a tactic which does not encourage sympathy from the public. The fact that a strike was necessary speaks to poor management.",,702.0,julio de 2023
202,Australia,Habitación con cama extragrande.,1 noche,Persona que viaja sola,Good for overnight if early flight next day.,Close to airport and shuttle regular,Staff not very helpful,,702.0,julio de 2023
203,Países Bajos,Habitación con 2 camas grandes,1 noche,En familia,Fantástico,"Perfect spot for a night stay in the proximity of the airport. The higher price tag was all worth it, great service, very comfortable room, nice facilities.","Dinner was a disappointment, restaurant not matching the level of the hotel. Would strongly recommend going out, lots of alternatives even walking distance.",,702.0,julio de 2023
204,Estados Unidos,Habitación con cama grande,1 noche,En pareja,Convenient,Located close to airport makes if convenient for early flights.,Extreme traffic and rate has gone up in price like everything else.,,702.0,julio de 2023
205,Panamá,Habitación con 2 camas grandes,3 noches,En grupo,perfect place,"I love this hotel since last year, and I have the opportunity to comeback and really love it",that they dont have parcking in the hotel and have to Pay extra,,702.0,julio de 2023
206,Estados Unidos,Habitación con cama grande,1 noche,En pareja,Bien,Close to LAX,,,702.0,julio de 2023
207,Estados Unidos,Habitación con cama extragrande.,1 noche,Persona que viaja sola,Probably would not book again. Healthy breakfast to start my day is important,Room design. Location for a cancelled flight option,"The worst breakfast. The nicest server in the
World. Older man. And nice China!",,702.0,junio de 2023
208,Ucrania,Habitación con cama extragrande.,1 noche,Persona que viaja sola,Bien,"Close to the airport, free shuttle, nice breakfast selection, friendly staff","Dirty couch and armchairs in the room
The hotel rooms need renovation",,702.0,julio de 2023
209,Taiwán,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1 noche,En familia,Bien,"Location, shuttle bus, staff, all that was good","They charge an early check-in fee, which is almost as high as an additional night.
I checked in at 9:00a.m. and checked out at 22:30, on the same day! (I had a 1:00 a.m. flight) But I had to pay the equivalent of two nights. What's the word you use for that? Ripoff?",,702.0,julio de 2023
210,Nueva Zelanda,Habitación con vistas a la ciudad - 2 camas grandes - Planta alta,1 noche,En familia,Great option for airport stay. Family hotel.,Shuttle bus. Proximity to airport. Staff very helpful. Rooms good size. Pool.,Restaurant was pricey and food average.,,702.0,julio de 2023
211,Estados Unidos,Habitación con cama extragrande.,1 noche,Persona que viaja sola,Fantástico,"24 hour shuttle to airport
Decor
Staff very professional and friendly",,,702.0,julio de 2023
212,Filipinas,Habitación con 2 camas grandes,1 noche,En familia,"After more than 12 hours of flying, this is a nice clean hotel. Bed is comfortable and enough pillows. Very spacious roo","Location, clean spacious rooms",Breakfast not included,,702.0,julio de 2023
213,Estados Unidos,Habitación con cama grande y vistas a la ciudad - Planta superior,1 noche,Persona que viaja sola,Perfect for a quick stay and long layover.,"Quiet, nice pool area, check in and out was smooth and the airport shuttle is reliable.",Considering this is an airport hotel there should be flexible check in/out times.,,702.0,junio de 2023
214,Canadá,Habitación con cama extragrande.,3 noches,En familia,Muy bien,Location is 45 min distance from all attractions walking distance from airport,Parking😌 you have to pay $60 per night for parking if u have ur car,,702.0,julio de 2023
215,Filipinas,Habitación con vistas a la ciudad - 2 camas grandes - Planta alta,2 noches,En familia,Love this hotel,"Location near the airport,aesthetic swimming pool,view of LAX runway,free shuttle,good breakfast.Fast Wifi",No toilet bidet and self-laundry facility.,,702.0,julio de 2023
216,Corea del Sur,Habitación con vistas a la ciudad - 2 camas grandes - Planta alta,1 noche,En grupo,Fantástico,"good location
great restaurant
kind staff
spacious room",not about hotel but there is nothing to do outside of the hotel,,702.0,julio de 2023
217,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Fantástico,The shuttle back and forth from the airport was a must and the reason we selected this hotel,The breakfast was expensive! Nice spread but nothing super amazing buffet style. $35 each person!!! Wow wasn't expecting that when we got the bill.... and they expected a tip for filling your water cup for you,,702.0,julio de 2023
218,México,Habitación con 2 camas grandes,1 noche,En familia,amazing option,"location, service, fast check in and out, clean and pretty",,,702.0,abril de 2023
219,Reino Unido,Habitación con cama grande y vistas a la ciudad - Planta superior,1 noche,En pareja,Muy bien,"helpful staff, free shuttle bus",,,702.0,junio de 2023
220,Reino Unido,Habitación con cama extragrande.,1 noche,En pareja,Comfortable stay in a convenient location.,"Comfortable, spacious room. Pool was lovely after a long flight and completely empty so we had it to ourselves. Breakfast was included in our room price and the buffet was good.","Some areas were grimy - plug sockets sticky and dirty. Ice machine broken, vending machine broken. Water bottle cost $7.",,702.0,junio de 2023
221,Estados Unidos,Habitación con cama extragrande.,1 noche,Persona que viaja sola,Good for layover,"Property was nice, shuttle was very convenient for early flight to LAX",Nothing,,702.0,julio de 2023
222,Guam,Habitación con cama extragrande.,1 noche,En familia,Meh….,"Location, clean",Below standards of other Hyatts I have stayed in.,,702.0,julio de 2023
223,Nueva Zelanda,Habitación con cama grande,2 noches,Persona que viaja sola,Great LAX hotel experience,very efficient check in. Friendly staff,,,702.0,junio de 2023
224,Canadá,Habitación con cama extragrande.,1 noche,En pareja,GREAT HOTEL STAY NEAR LAX,"Nice modern hotel with very close proximity to LAX. Staff was friendly, price is decent. Perfect for an overnight layover",Nothing,,702.0,junio de 2023
225,Nueva Zelanda,Habitación con cama extragrande.,2 noches,En familia,Fantástico,"Location, Easy check in/check out. Vibe.",Parking!,,702.0,junio de 2023
226,Australia,Habitación con cama extragrande.,1 noche,En familia,Fantástico,"Unit size, location, facilities",A bit expensive,,702.0,junio de 2023
227,Estados Unidos,Habitación con 2 camas grandes y bañera accesible - Adaptada para personas con discapacidad,1 noche,En familia,Muy bien,"Facility was fine. Clean, comfortable. Staff was friendly and helpful",Restaurant staff was overwhelmed. They tried their best but there was just not enough staff. Not enough tables for all the people who wanted to eat there. Wait was long for everything.,,702.0,junio de 2023
228,Países Bajos,Habitación con 2 camas grandes,1 noche,Persona que viaja sola,Nice stay close to terminal,"Conveniently close to terminal (within walking distance when roads are gridlocked), friendly staff, nice spacious rooms, clean, good bed, quiet (minimal noise from neighbors). Good restaurant.",Breakfast is (too) expensive.,,702.0,junio de 2023
229,Australia,Habitación con cama extragrande.,1 noche,En pareja,This was a very enjoyable last hotel stop and we would happily stay here again if the need arose.,"For its intended purpose (to be near the airport for a 'next day' international flight), the location was spot on! The staff were helpful and polite, and the room was comfortable and spacious. We ate dinner and breakfast in the restaurants and were pleasantly surprised by the quality of food and the service we received.",,,702.0,junio de 2023
230,Reino Unido,Habitación con cama grande,1 noche,En pareja,Convenient hotel for LAX,Convenient for LAX.,,,702.0,junio de 2023
231,Canadá,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1 noche,En pareja,Perfect for an overnight stay between flights.,"Perfectly located for the airport. Comfortable beds. Fitness center was good enough for a solid workout, pool was relaxing, front desk was helpful. It was also cool to see the planes taking off from the room we had.",The bathroom was odd - very big but the space was very poorly used.,,702.0,junio de 2023
232,Australia,Habitación con 2 camas grandes,1 noche,En familia,Fantástico,"Had everything you could want, with great support for getting to and from the airport at all hours.",The toilet seat wouldn't stay up!,,702.0,junio de 2023
233,Australia,Habitación con 2 camas grandes,1 noche,En familia,Bien,convenience of getting to the airport and the shuttle bus.,"the reception staff were unfriendly, short and blunt. the bar staff were incredible! so friendly!",,702.0,junio de 2023
234,Estados Unidos,Habitación con 2 camas grandes,1 noche,En familia,The location and the staff were amazing!,Location and the staff. Transportation from the airport was quick and seamless. We got in late and ordered a to go meal from the bar. The servers were extremely attentive and kind and the food was great! If I need a layover in LA I will definitely be staying here again.,,,702.0,junio de 2023
235,Suiza,Habitación con 2 camas grandes,1 noche,En familia,Muy bien,Breakfast,,,702.0,junio de 2023
236,Estados Unidos,Habitación con cama extragrande.,1 noche,Persona que viaja sola,"Amazing, hassle free, experience",Right next to the airport,Carpet looked a little dirty in some spots,,702.0,junio de 2023
237,Emiratos Árabes Unidos,Habitación con vistas a la ciudad - 2 camas grandes - Planta alta,1 noche,En grupo,Muy bien,"Perfect location for a night layover in Los Angeles. The room was clean and the staff helpful. 
I appreciated the shuttle service from and to the airport.",,,702.0,mayo de 2023
238,Indonesia,Habitación con cama extragrande.,1 noche,En familia,Fantástico,"The lady at front desk was very informative, and the 24 hours airport shuttle",,,702.0,junio de 2023
239,Australia,Habitación Deluxe con vistas a la ciudad - Planta superior,1 noche,En pareja,Great convenient stay for airport convenience,"The hotel is centrally located & so convenient if you have a flight the next day. We found it great value, a comfortable bed & room, you overlook the airport yet can't hear the airplanes which was awesome.","Nothing, we got what we expected from the hotel as we only stayed for our early flight the next day & we were actually surprised as our expectations were exceeded.",,702.0,junio de 2023
240,Australia,Habitación con 2 camas grandes,2 noches,En grupo,Very convenient location near airport.,"Good location near airport.
Good shuttle service.
Good cleaners.
Good reception staff.",Not much around hotel but that is understandable when looking at Airport accommodation.,,702.0,junio de 2023
241,Nueva Zelanda,Habitación con cama grande y vistas a la ciudad - Planta superior,3 noches,En pareja,Stay was great but left a sour taste due to the behaviour of the driver as described above,The location to the airport was excellent. Room was very large in comparison to everything else we had stayed in while holidaying for a month in the States. Small bar area where we ate was great and the staff wonderful and accommodating. We did not eat breakfast there. Cleanliness of hotel was wonderful,"I would like this passed on to the Hyatt Regency Management as I was disgusted with the erratic behaviour of the courtesy coach driver from the hotel to the airport on Friday 16/6/23 at approximately 4.05pm. He had grey curly unruly shoulder length hair. His driving was scary - the young woman seated opposite me mouthed ""holy crap"", he suffered road rage where he was continually honking the horn and waving his arms in the air. Erratic driving. What really offended me was he got out at our stop at Terminal B at the airport with his hand held out for a tip. He had a wad of money in his hand as if indicating what he expected. My partner handed over a $100 bill (not realising it was a $100 bill) to which I snatched it out of his hand and said ""there is no way you will be tipping him that for god sake"". The driver's response was ""I have change"" to which I said I wanted $95.00 change. I then realised I had $5 in my wallet and kept telling him (while his back was turned as he was still trying to find change for the $100 bill) that I had $5 and I felt there was no way he deserved that. I had no intention of giving him a tip as for me a tip is recognising great service. He was appalling and should be sacked. Absolutely disgusting behaviour and Management need to be aware of this",,702.0,junio de 2023
242,Australia,Habitación con 2 camas grandes,1 noche,En grupo,it was serviceable - and we got a great nights sleep,great beds,"really basic - no extras 
no blankets 
no nibbles 
would be nice if staff knew the way to walk to the terminal",,702.0,junio de 2023
243,Estados Unidos,Habitación con cama extragrande.,1 noche,En familia,great place to stay at if you need to get to and from the LAX airport quick,close to the airport,staff are stern,,702.0,junio de 2023
244,Estados Unidos,Habitación con 2 camas grandes,1 noche,En familia,Bien,"modern, clean",shower is a mess,,702.0,junio de 2023
245,Australia,Habitación con 2 camas grandes,1 noche,En pareja,Muy bien,close to the airport,,,702.0,mayo de 2023
